document_file,document_title,image_file,image_reference_type,image_reference_line,detected_image_type,has_interactive_buttons,interactive_buttons_magenta,hard_fail_triggered,hard_fail_reason,score_topic_match,score_detail_match,score_section_relevance,score_visual_evidence,score_contradictions,overall_score,final_verdict,processing_error,processing_warning,image_reference_error,api_http_status,api_finish_reason,api_attempt,match_reasons,missing_evidence
umn/source/key_management_service/managing_cmks/viewing_a_key.rst,Viewing a Key,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001284811084.png,substitution_image,68,icon,False,False,False,,2,2,2,3,3,0.77,partial,,,,200,stop,1,"Image is a blue location-pin / map-marker icon. | RST step 2 instructs to click this icon in the upper-left corner to select a region or project, which matches a location/region selector symbol. | It is an isolated symbolic graphic, not a full UI screenshot.",No surrounding console UI is shown to confirm exact placement in the upper-left corner. | No label or text accompanies the icon to confirm it is the region/project selector.
umn/source/key_management_service/managing_cmks/viewing_a_key.rst,Viewing a Key,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000002479637644.png,substitution_image,69,icon,False,False,False,,2,2,2,3,3,0.77,partial,,,,200,stop,1,"Image is a hamburger menu icon (three horizontal lines). | RST step 3 instructs to click this icon on the left to open navigation and choose Security > Key Management Service, consistent with a menu-toggle symbol. | It is an isolated symbolic graphic, not a full UI screenshot.",No navigation panel or menu items are visible to confirm it opens the Security/KMS menu. | No label accompanies the icon.
umn/source/key_management_service/managing_tags/adding_a_tag.rst,Adding a Tag,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001284811084.png,substitution_image,69,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"Image is a small blue location-pin icon used as |image1| in step 2 for selecting a region or project. | The icon is a standard region/location selector symbol, semantically matching 'select a region or project'. | The image is small and slightly blurry, limiting fine detail assessment. | No contradiction with the RST context of clicking an icon in the upper left corner of the management console.","The icon is very small and low-resolution, making it hard to confirm exact visual details. | No surrounding UI context is visible to confirm its placement in the upper-left corner."
umn/source/key_management_service/managing_tags/adding_a_tag.rst,Adding a Tag,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000002479639400.png,substitution_image,70,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"Image is a hamburger-menu icon (three horizontal lines) used as |image2| in step 3 for navigating to Security > Key Management Service. | The hamburger menu is a standard navigation icon, consistent with 'Click on the left' to open a menu. | The icon is small and low-resolution but clearly identifiable as a three-line menu symbol. | No contradiction with the RST description of clicking a menu icon on the left side of the console.","No surrounding UI context visible to confirm its exact placement on the left side of the console. | The icon is very small, limiting assessment of any additional visual details."
umn/source/key_management_service/managing_tags/deleting_tags.rst,Deleting Tags,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001284811084.png,substitution_image,22,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"The image is a small blue location pin/marker icon, consistent with a region or project selector in the upper left corner of a management console. | The RST step 2 says 'Click |image1| in the upper left corner of the management console and select a region or project,' which matches a location pin icon. | The icon is part of the navigation procedure to reach KMS, not directly about tag deletion itself. | The image is small and slightly blurry but clearly identifiable as a location/region pin symbol.",The image does not show the full management console UI context. | No text label is visible on the icon to confirm it is specifically a region selector.
umn/source/key_management_service/managing_tags/deleting_tags.rst,Deleting Tags,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000002511600539.png,substitution_image,23,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"The image is a hamburger menu icon (three horizontal lines), consistent with a navigation menu toggle on the left side of a console. | The RST step 3 says 'Click |image2| on the left and choose Security > Key Management Service,' which matches a hamburger menu icon used to open a navigation sidebar. | The icon is part of the navigation procedure to reach KMS, not directly about tag deletion itself. | The image is small and slightly blurry but clearly identifiable as a three-line hamburger menu symbol.",The image does not show the full navigation sidebar or the Security > Key Management Service path. | No text label is visible on the icon to confirm its specific function.
umn/source/key_management_service/managing_tags/modifying_tag_values.rst,Modifying Tag Values,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001284811084.png,substitution_image,22,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"The image is a small blue location-pin icon, consistent with a region/project selector in the upper-left corner of a management console. | The RST step 2 instructs the user to click this icon to select a region or project, which matches the semantic meaning of a location pin. | The icon is relevant to the overall procedure for reaching the KMS console but is not directly about tag values. | No contradiction between the icon's appearance and its described function.","The image is very small and low-resolution, making it difficult to confirm exact visual details. | No surrounding UI context is visible to confirm it is in the upper-left corner of a console."
umn/source/key_management_service/managing_tags/modifying_tag_values.rst,Modifying Tag Values,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000002479480574.png,substitution_image,23,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"The image is a hamburger-menu icon (three horizontal lines), a standard symbol for opening a navigation sidebar. | The RST step 3 instructs the user to click this icon on the left to navigate to Security > Key Management Service, which matches the hamburger menu's purpose. | The icon is part of the navigation procedure to reach the KMS section but is not directly about tag values. | No contradiction between the icon's appearance and its described function.","The image is very small and low-resolution, making it difficult to confirm exact visual details. | No surrounding UI context is visible to confirm it is positioned on the left side of a console."
umn/source/key_management_service/rotating_cmks/about_key_rotation.rst,About Key Rotation,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001357411985.png,figure,43,other,False,False,True,Forbidden color #3298ff was detected in the image.,0,0,0,0,0,0.00,fail,,Images with the forbidden color were not sent to the AI API.,,,local_hard_fail,0,Local color check detected #3298ff.,
umn/source/key_management_service/rotating_cmks/about_key_rotation.rst,About Key Rotation,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001357372181.png,figure,58,other,False,False,True,Forbidden color #3298ff was detected in the image.,0,0,0,0,0,0.00,fail,,Images with the forbidden color were not sent to the AI API.,,,local_hard_fail,0,Local color check detected #3298ff.,
umn/source/key_management_service/rotating_cmks/enabling_key_rotation.rst,Enabling Key Rotation,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001284811084.png,substitution_image,65,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,A location/region pin icon matching |image1| used to select a region or project in step 2. | Symbolic graphic consistent with a region selector control.,"Image is low resolution/blurry, making exact label unclear."
umn/source/key_management_service/rotating_cmks/enabling_key_rotation.rst,Enabling Key Rotation,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000002479480792.png,substitution_image,66,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,A hamburger menu icon matching |image2| used to open the left navigation in step 3. | Consistent with selecting Security > Key Management Service from a menu.,No menu items visible; only the menu toggle symbol is shown.
umn/source/key_management_service/using_the_online_tool_to_encrypt_and_decrypt_small-size_data.rst,Using the Online Tool to Encrypt and Decrypt Small-Size Data,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000001284811084.png,substitution_image,88,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"Small location/region pin icon used as the region/project selector in the upper left corner | Referenced in RST as |image1| and |image3| for selecting a region or project | Icon is consistent with a typical region selector UI element in a cloud management console | Image is small and slightly blurry, limiting detail assessment","Icon is low resolution and somewhat blurry, making precise identification difficult | No text label visible on the icon itself"
umn/source/key_management_service/using_the_online_tool_to_encrypt_and_decrypt_small-size_data.rst,Using the Online Tool to Encrypt and Decrypt Small-Size Data,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000002511598247.png,substitution_image,87,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,Hamburger menu icon (three horizontal lines) used for navigation in the left sidebar | Referenced in RST as |image2| for navigating to Security > Key Management Service | Consistent with a typical navigation menu toggle in a cloud management console | Image is small and low resolution,Icon is very small and low resolution | No text or additional context visible beyond the three lines
umn/source/key_management_service/using_the_online_tool_to_encrypt_and_decrypt_small-size_data.rst,Using the Online Tool to Encrypt and Decrypt Small-Size Data,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0000002511605033.png,substitution_image,89,icon,False,False,False,,2,2,2,2,3,0.72,partial,,,,200,stop,1,"Hamburger menu icon (three horizontal lines) used for navigation in the left sidebar | Referenced in RST as |image4| for navigating to Security > Key Management Service in the Decrypting Data section | Visually identical or near-identical to image 4, serving the same navigation purpose | Image is small and low resolution",Icon is very small and low resolution | No text or additional context visible beyond the three lines
umn/source/permission_control/creating_a_user_and_authorizing_the_user_the_permission_to_access_dew.rst,Creating a User and Authorizing the User the Permission to Access DEW,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0220982951.png,figure,42,other,False,False,True,Forbidden color #3298ff was detected in the image.,0,0,0,0,0,0.00,fail,,Images with the forbidden color were not sent to the AI API.,,,local_hard_fail,0,Local color check detected #3298ff.,
umn/source/service_overview/kms/application_scenarios.rst,Application Scenarios,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0232856156.png,figure,17,other,False,False,True,Forbidden color #3298ff was detected in the image.,0,0,0,0,0,0.00,fail,,Images with the forbidden color were not sent to the AI API.,,,local_hard_fail,0,Local color check detected #3298ff.,
umn/source/service_overview/kms/application_scenarios.rst,Application Scenarios,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0232858228.png,figure,38,other,False,False,True,Forbidden color #3298ff was detected in the image.,0,0,0,0,0,0.00,fail,,Images with the forbidden color were not sent to the AI API.,,,local_hard_fail,0,Local color check detected #3298ff.,
umn/source/service_overview/kms/application_scenarios.rst,Application Scenarios,/home/ubuntu/repotesting/key-management-service/umn/source/_static/images/en-us_image_0232858842.png,figure,54,other,False,False,True,Forbidden color #3298ff was detected in the image.,0,0,0,0,0,0.00,fail,,Images with the forbidden color were not sent to the AI API.,,,local_hard_fail,0,Local color check detected #3298ff.,
