document_file,document_title,image_file,image_reference_type,image_reference_line,detected_image_type,has_interactive_buttons,interactive_buttons_magenta,hard_fail_triggered,hard_fail_reason,score_topic_match,score_detail_match,score_section_relevance,score_visual_evidence,score_contradictions,overall_score,final_verdict,processing_error,processing_warning,image_reference_error,api_http_status,api_finish_reason,api_attempt,match_reasons,missing_evidence
doc/component-operation-guide/source/using_flink/using_flink_from_scratch.rst,Using Flink from Scratch,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001439150893.png,figure,160,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_flink/using_flink_from_scratch.rst,Using Flink from Scratch,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349090457.png,figure,323,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_flink/using_flink_from_scratch.rst,Using Flink from Scratch,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349170353.png,figure,329,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_flink/using_flink_from_scratch.rst,Using Flink from Scratch,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001348770649.png,figure,335,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_flink/using_flink_from_scratch.rst,Using Flink from Scratch,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001438951649.png,figure,347,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_flink/using_the_flink_web_ui/overview/flink_web_ui_application_process.rst,Flink Web UI Application Process,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_flink/using_the_flink_web_ui/overview/flink_web_ui_application_process.rst,Flink Web UI Application Process,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001348770225.png,figure,11,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_flume/overview.rst,Overview,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_flume/overview.rst,Overview,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296090416.png,figure,25,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_flume/secondary_development_guide_for_flume_third-party_plug-ins.rst,Secondary Development Guide for Flume Third-Party Plug-ins,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_flume/secondary_development_guide_for_flume_third-party_plug-ins.rst,Secondary Development Guide for Flume Third-Party Plug-ins,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001388527202.png,substitution_image,52,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hbase/common_issues_about_hbase/what_can_i_do_when_hbase_fails_to_recover_a_task_and_a_message_is_displayed_stating_rollback_recovery_failed.rst,"What Can I Do When HBase Fails to Recover a Task and a Message Is Displayed Stating ""Rollback recovery failed""?",,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hbase/common_issues_about_hbase/what_can_i_do_when_hbase_fails_to_recover_a_task_and_a_message_is_displayed_stating_rollback_recovery_failed.rst,"What Can I Do When HBase Fails to Recover a Task and a Message Is Displayed Stating ""Rollback recovery failed""?",/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349170329.png,substitution_image,42,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hbase/common_issues_about_hbase/why_does_a_client_keep_failing_to_connect_to_a_server_for_a_long_time.rst,Why Does a Client Keep Failing to Connect to a Server for a Long Time?,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hbase/common_issues_about_hbase/why_does_a_client_keep_failing_to_connect_to_a_server_for_a_long_time.rst,Why Does a Client Keep Failing to Connect to a Server for a Long Time?,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296090588.jpg,figure,42,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hbase/configuring_hbase_replication.rst,Configuring HBase Replication,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hbase/configuring_hbase_replication.rst,Configuring HBase Replication,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295770664.png,figure,223,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/balancing_datanode_capacity.rst,Balancing DataNode Capacity,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/balancing_datanode_capacity.rst,Balancing DataNode Capacity,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349090497.png,figure,21,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/balancing_datanode_capacity.rst,Balancing DataNode Capacity,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296250300.png,figure,28,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/configuring_hdfs_nodelabel.rst,Configuring HDFS NodeLabel,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/configuring_hdfs_nodelabel.rst,Configuring HDFS NodeLabel,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295930800.png,figure,34,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/configuring_hdfs_nodelabel.rst,Configuring HDFS NodeLabel,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349170365.png,figure,54,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/configuring_the_namenode_blacklist.rst,Configuring the NameNode Blacklist,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/configuring_the_namenode_blacklist.rst,Configuring the NameNode Blacklist,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296090668.jpg,figure,38,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/namenode_fails_to_be_restarted_due_to_editlog_discontinuity.rst,NameNode Fails to Be Restarted Due to EditLog Discontinuity,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/namenode_fails_to_be_restarted_due_to_editlog_discontinuity.rst,NameNode Fails to Be Restarted Due to EditLog Discontinuity,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349289573.png,substitution_image,37,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/namenode_fails_to_be_restarted_due_to_editlog_discontinuity.rst,NameNode Fails to Be Restarted Due to EditLog Discontinuity,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001348770293.png,substitution_image,38,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/namenode_fails_to_be_restarted_due_to_editlog_discontinuity.rst,NameNode Fails to Be Restarted Due to EditLog Discontinuity,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295930432.png,substitution_image,39,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/standby_namenode_fails_to_be_restarted_when_the_system_is_powered_off_during_metadata_namespace_storage.rst,Standby NameNode Fails to Be Restarted When the System Is Powered off During Metadata (Namespace) Storage,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/standby_namenode_fails_to_be_restarted_when_the_system_is_powered_off_during_metadata_namespace_storage.rst,Standby NameNode Fails to Be Restarted When the System Is Powered off During Metadata (Namespace) Storage,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349169981.png,substitution_image,28,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/this_page_cant_be_displayed_is_displayed_when_internet_explorer_fails_to_access_the_native_hdfs_ui.rst,"""This page can't be displayed"" Is Displayed When Internet Explorer Fails to Access the Native HDFS UI",,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/this_page_cant_be_displayed_is_displayed_when_internet_explorer_fails_to_access_the_native_hdfs_ui.rst,"""This page can't be displayed"" Is Displayed When Internet Explorer Fails to Access the Native HDFS UI",/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295931412.jpg,substitution_image,30,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/why_is_java.net.socketexception_no_buffer_space_available_reported_when_data_is_written_to_hdfs.rst,"Why Is ""java.net.SocketException: No buffer space available"" Reported When Data Is Written to HDFS",,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/faq/why_is_java.net.socketexception_no_buffer_space_available_reported_when_data_is_written_to_hdfs.rst,"Why Is ""java.net.SocketException: No buffer space available"" Reported When Data Is Written to HDFS",/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295930408.jpg,figure,18,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/optimizing_hdfs_namenode_rpc_qos.rst,Optimizing HDFS NameNode RPC QoS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hdfs/optimizing_hdfs_namenode_rpc_qos.rst,Optimizing HDFS NameNode RPC QoS,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296250312.png,figure,20,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hdfs/optimizing_hdfs_namenode_rpc_qos.rst,Optimizing HDFS NameNode RPC QoS,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349289997.png,figure,28,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hive/common_issues_about_hive/how_do_i_disable_the_logging_function_of_hive.rst,How Do I Disable the Logging Function of Hive?,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hive/common_issues_about_hive/how_do_i_disable_the_logging_function_of_hive.rst,How Do I Disable the Logging Function of Hive?,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296250116.png,substitution_image,54,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hive/common_issues_about_hive/how_do_i_monitor_the_hive_table_size.rst,How Do I Monitor the Hive Table Size?,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hive/common_issues_about_hive/how_do_i_monitor_the_hive_table_size.rst,How Do I Monitor the Hive Table Size?,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296090496.jpg,substitution_image,38,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hive/hive_supporting_transactions.rst,Hive Supporting Transactions,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hive/hive_supporting_transactions.rst,Hive Supporting Transactions,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295930456.jpg,substitution_image,226,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hive/hive_supporting_transactions.rst,Hive Supporting Transactions,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296249936.jpg,substitution_image,227,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hive/hive_supporting_transactions.rst,Hive Supporting Transactions,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001348770317.jpg,substitution_image,228,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hive/hive_supporting_transactions.rst,Hive Supporting Transactions,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349289613.jpg,substitution_image,229,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/data_management_and_maintenance/clustering.rst,Clustering,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/data_management_and_maintenance/clustering.rst,Clustering,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296090428.png,substitution_image,84,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/data_management_and_maintenance/single-table_concurrent_write.rst,Single-Table Concurrent Write,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/data_management_and_maintenance/single-table_concurrent_write.rst,Single-Table Concurrent Write,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349090333.png,substitution_image,63,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/hudi_table_schema.rst,Hudi Table Schema,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/hudi_table_schema.rst,Hudi Table Schema,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001439498673.png,substitution_image,22,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/hudi_table_schema.rst,Hudi Table Schema,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001439380285.png,substitution_image,23,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/using_the_hudi_client/operating_a_hudi_table_using_hudi-cli.sh.rst,Operating a Hudi Table Using hudi-cli.sh,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hudi/basic_operations/using_the_hudi_client/operating_a_hudi_table_using_hudi-cli.sh.rst,Operating a Hudi Table Using hudi-cli.sh,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349090349.png,substitution_image,108,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001296250156.png,substitution_image,59,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349289833.png,substitution_image,60,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349090353.png,substitution_image,61,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295770724.png,substitution_image,62,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349289837.png,substitution_image,63,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001295930684.png,substitution_image,64,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001349170249.png,substitution_image,65,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/accessing_the_hue_web_ui.rst,Accessing the Hue Web UI,/home/ubuntu/repotesting/mapreduce-service/umn/source/_static/images/en-us_image_0000001348770541.png,substitution_image,66,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/component-operation-guide/source/using_hue_mrs_3.x_or_later/common_issues_about_hue/what_can_i_do_if_hdfs_files_fail_to_be_accessed_using_hue_webui.rst,What Can I Do If HDFS Files Fail to Be Accessed Using Hue WebUI?,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
